id,word,part_of_speech,phonetic,level,sources,tags,ko_first,ko_joined,en_definitions_joined,definitions_count,examples_joined,needs_korean_gloss
bfbb15f2786fe1ea,actively,adverb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,"전사, 적극적, 활발히","전사, 적극적, 활발히",in an active manner,1,he participated actively in the war,0
822cb18f4aaf3a3c,activism,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"적극주의, 행동주의","적극주의, 행동주의",a policy of taking direct action to achieve a political or social goal,1,,0
78ac5b2a172f8438,activist,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_6 | dictionary | open_source | wordnet,"활동가, 행동주의자, 행동 대원","활동가, 행동주의자, 행동 대원",a militant reformer || advocating or engaged in activism,2,,0
0bf4170444cd473c,activity,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_1 | dictionary | open_source | wordnet,"적극, 한산하다, 활동, 활성, 활약","적극, 한산하다, 활동, 활성, 활약",any specific behavior || the trait of being active; moving or acting rapidly and energetically || an organic process that takes place in the body || a process existing in or produced by nature (rather than by the intent of human beings) || the state of being active || (chemistry) the capacity of a substance to take part in a chemical reaction,6,they avoided all recreational activity || the level of activity declines with age || respiratory activity,0
99176a9cf3a4f170,actress,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_21 | dictionary | open_source | wordnet,"주연, 여배우, 연기자, 등장인물","주연, 여배우, 연기자, 등장인물",a female actor,1,,0
f8a0c517f8289236,actuality,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_22 | dictionary | open_source | wordnet,"현, 현실","현, 현실",the state of actually existing objectively,1,a hope that progressed from possibility to actuality,0
f1fa1fb72c9e5c11,actualize,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_28 | dictionary | open_source | wordnet,구현시키다,구현시키다,represent or describe realistically || make real or concrete; give reality or substance to,2,our ideas must be substantiated into actions,0
d617b5ef5a36ed1c,actually,adverb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | dictionary | open_source | wordnet,"하다, 합니다, 대변, 막상, 사실","하다, 합니다, 대변, 막상, 사실",used to imply that one would expect the fact to be the opposite of that stated; surprisingly || in actual fact || as a sentence modifier to add slight emphasis || at the present moment,4,you may actually be doing the right thing by walking out || she actually spoke Latin || they thought they made the rules but in reality they were only puppets,0
9b92d9ba520f4509,actuator,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_18 | dictionary | open_source | wordnet,"발동자, 작동기, 엑츄에이터","발동자, 작동기, 엑츄에이터",a mechanism that puts something into automatic action,1,,0
041fab82360fe993,acute,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,"매섭다, 급성, 급체, 뾰족하다, 절실하다","매섭다, 급성, 급체, 뾰족하다, 절실하다",a mark placed above a vowel to indicate pronunciation || having or experiencing a rapid onset and short but severe course || of critical importance and consequence || extremely sharp or severe || having or demonstrating ability to recognize or draw fine distinctions || ending in a sharp point,6,acute appendicitis || the acute phase of the illness || acute patients,0
1d1c6578e2db8652,acutely,adverb,,AVL,AVL | WordNet,avl | band_21 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,having a rapid onset || in a shrewd manner || in a keen or penetrating way || changing suddenly in direction and degree,4,an acutely debilitating virus || he invested his fortune astutely || he was acutely insightful,1
488f55601d507e6b,adamant,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_30 | dictionary | open_source | wordnet,굳다,굳다,"very hard native crystalline carbon valued as a gem || impervious to pleas, persuasion, requests, reason; ; - W.Churchill",2,he is adamant in his refusal to change his mind || Cynthia was inexorable; she would have none of him || an intransigent conservative opposed to every liberal tendency,0
456828224344d68d,adamantly,adverb,,AVL,AVL | WordNet,avl | band_37 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,inflexibly; unshakably,1,adamantly opposed to the marriage,1
45f1c231fbfee09e,adaptable,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,"순응성 있는, 개조할 수 있는","순응성 있는, 개조할 수 있는",capable of adapting (of becoming or being made suitable) to a particular situation or use,1,to succeed one must be adaptable || the frame was adaptable to cloth bolts of different widths,0
64c758cd37736c8e,adaptation,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,"각색, 개작, 동화, 적응, 임기응변","각색, 개작, 동화, 적응, 임기응변",(physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light) || a written work (as a novel) that has been recast in a new form || the process of adapting to something (such as environmental conditions),3,the play is an adaptation of a short novel,0
7f9ee1569c39e37f,adapted,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_28 | dictionary | open_source | wordnet,"적응하다, 정합성","적응하다, 정합성",changed in order to improve or made more fit for a particular purpose,1,seeds precisely adapted to the area || instructions altered to suit the children's different ages,0
7fe7fcbbf6586bb9,adapter,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,"각색자, 어댑터","각색자, 어댑터",device that enables something to be used in a way different from that for which it was intended or makes different pieces of apparatus compatible || a musician who adapts a composition for particular voices or instruments or for another style of performance,2,,0
898fdda1f7fb0cbf,adaptive,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,"적합한, 적합할 수 있는","적합한, 적합할 수 있는",having a capacity for adaptation,1,the adaptive coloring of a chameleon,0
ad38cf55234c37d3,addiction,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,"열중, 중독, 탐닉","열중, 중독, 탐닉",(Roman law) a formal award by a magistrate of a thing or person to another person (as the award of a debtor to his creditor); a surrender to a master || an abnormally strong craving || being abnormally tolerant to and dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs),3,under Roman law addiction was the justification for slavery,0
b3ee97f235317c82,addictive,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_22 | dictionary | open_source | wordnet,"습관성의, 습관이 되는","습관성의, 습관이 되는",causing or characterized by addiction,1,addictive drugs || addictive behavior,0
c3805175370d19c3,addition,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | band_8 | dictionary | open_source | wordnet,"합, 가감, 가산, 덧셈, 부가","합, 가감, 가산, 덧셈, 부가",the act of adding one thing to another || the arithmetic operation of summing; calculating the sum of two or more numbers || a component that is added to something to improve it || a suburban area laid out in streets and lots for a future residential area || something added to what you already have || a quantity that is added,6,the addition of flowers created a pleasing effect || the addition of a leap day every four years || the summation of four and three gives seven,0
62d123062a8c4859,additive,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_20 | band_26 | dictionary | open_source | wordnet,"가미하다, 부가적, 첨가물, 부가적인","가미하다, 부가적, 첨가물, 부가적인",something added to enhance food or gasoline or paint or medicine || characterized or produced by addition || designating or involving an equation whose terms are of the first degree,3,an additive process,0
c662180230cad147,address,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | band_4 | dictionary | open_source | wordnet,"건네다, 연설, 이름, 제언, 주소","건네다, 연설, 이름, 제언, 주소",social skill || the stance assumed by a golfer in preparation for hitting a golf ball || (computer science) the code that identifies where a piece of information is stored || written directions for finding some location; written on letters or packages that are to be delivered to that location || a sign in front of a house or business carrying the conventional form by which its location is described || the manner of speaking to another individual,6,he failed in his manner of address to the captain || he listened to an address on minor Roman poets || He addressed the crowd outside the window,0
2b814dd056787b33,addressee,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_28 | dictionary | open_source | wordnet,수신인,수신인,one to whom something is addressed,1,,0
0df55ac4d368d718,adenoma,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_32 | dictionary | open_source | wordnet,선종,선종,a benign epithelial tumor of glandular origin,1,,0
ab7022aa0dce0cd0,adequacy,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_16 | dictionary | open_source | wordnet,"충족, 타당","충족, 타당",the quality of being able to meet a need satisfactorily: || the quality of being sufficient for the end in view,2,he questioned the adequacy of the usual sentimental interpretation of the Golden Rule || he questioned the sufficiency of human intelligence,0
48a72c68e45042d3,adequate,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_5 | dictionary | open_source | wordnet,"적당하다, 충분한","적당하다, 충분한",having the requisite qualities or resources to meet a task || about average; acceptable || sufficient for the purpose,3,she had adequate training || her training was adequate || she was adequate to the job,0
28e3147a08957308,adherence,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"견지, 고수, 엄수, 일관, 집착","견지, 고수, 엄수, 일관, 집착",faithful support for a cause or political party or religion || the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,2,attachment to a formal agenda || adherence to a fat-free diet || the adhesion of Seville was decisive,0
1f54b8921e060bae,adherent,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,집착하는 붙어 떨어지지 않는,집착하는 붙어 떨어지지 않는,someone who believes and helps to spread the doctrine of another || sticking fast,2,,0
53b209508a9d8c6d,adhesion,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_24 | dictionary | open_source | wordnet,"유작, 점착, 집착","유작, 점착, 집착",faithful support for a cause or political party or religion || the property of sticking together (as of glue and wood) or the joining of surfaces of different composition || a fibrous band of scar tissue that binds together normally separate anatomical structures || abnormal union of bodily tissues; most common in the abdomen,4,attachment to a formal agenda || adherence to a fat-free diet || the adhesion of Seville was decisive,0
